Description,Revenue,Revenue_Percentage,Cumulative_Percentage,ABC_Category
SMALLFOLKART BAUBLE CHRISTMAS DEC,146.04000000000002,1.6387949759470954e-05,0.9937305080464263,C - Low Value
RED BOUDICCA LARGE BRACELET,145.95000000000002,1.637785036561754e-05,0.9937468858967918,C - Low Value
STRIPES DESIGN TEDDY,145.35,1.6310521073261455e-05,0.9937631964178651,C - Low Value
FUSCHIA FLOWER PURSE WITH BEADS,145.17,1.629032228555463e-05,0.9937794867401507,C - Low Value
PACK OF 12 CHRISTMAS FUN CARDS,144.55,1.6220748683453345e-05,0.9937957074888342,C - Low Value
VINTAGE ROSE BEAD BRACELET RASPBERR,144.5,1.6215137909090336e-05,0.9938119226267432,C - Low Value
BEACH HUT DESIGN BLACKBOARD,144.5,1.6215137909090336e-05,0.9938281377646523,C - Low Value
2 PICTURE BOOK EGGS EASTER DUCKS,143.75,1.613097629364523e-05,0.9938442687409459,C - Low Value
ASSORTED COLOUR METAL CAT ,143.75,1.613097629364523e-05,0.9938603997172395,C - Low Value
SPACE BOY CHILDRENS CUP,143.3,1.6080479324378168e-05,0.9938764801965638,C - Low Value
MOROCCAN BEATEN METAL MIRROR,143.3,1.6080479324378168e-05,0.9938925606758882,C - Low Value
SILVER STANDING GNOME   ,142.75,1.601876080638509e-05,0.9939085794366945,C - Low Value
SILVER BRACELET W PASTEL FLOWER,142.5,1.5990706934570054e-05,0.9939245701436291,C - Low Value
MIRRORED WALL ART SPLODGES,142.5,1.5990706934570054e-05,0.9939405608505637,C - Low Value
PAISLEY PARK CARD,141.84,1.5916644712978362e-05,0.9939564774952767,C - Low Value
SET OF 12 ROSE BOTANICAL T-LIGHTS,141.60000000000002,1.588971299603593e-05,0.9939723672082728,C - Low Value
MONEY BOX CONFECTIONERY DESIGN,141.5,1.5878491447309913e-05,0.9939882456997201,C - Low Value
BOTANICAL ROSE GREETING CARD,141.12,1.583584956215106e-05,0.9940040815492822,C - Low Value
"DECOUPAGE,GREETING CARD,",141.12,1.583584956215106e-05,0.9940199173988443,C - Low Value
FRENCH PAISLEY CUSHION COVER,141.1,1.5833605252405858e-05,0.9940357510040967,C - Low Value
ECONOMY LUGGAGE TAG,140.81,1.5801062761100418e-05,0.9940515520668578,C - Low Value
POPART RECT PENCIL SHARPENER ASST,140.52,1.5768520269794977e-05,0.9940673205871275,C - Low Value
MOROCCAN BEATEN METAL DISH LARGE,140.25,1.573822208823474e-05,0.9940830588092158,C - Low Value
CERAMIC STRAWBERRY TRINKET TRAY,140.25,1.573822208823474e-05,0.994098797031304,C - Low Value
RED DAISY POCKET BOOK ,140.18,1.573036700412653e-05,0.9941145273983081,C - Low Value
METAL HERB GERDEN CONTAINER,139.68,1.567425926049646e-05,0.9941302016575686,C - Low Value
BATHROOM SCALES RUBBER DUCKS,139.35,1.5637228149700612e-05,0.9941458388857183,C - Low Value
MOROCCAN BEATEN METAL DISH,139.29999999999998,1.5631617375337603e-05,0.9941614705030937,C - Low Value
SILVER OVAL SHAPE TRINKET BOX,139.29999999999998,1.5631617375337603e-05,0.9941771021204691,C - Low Value
BLUE DAISY MOBILE,138.76,1.5571021012217127e-05,0.9941926731414813,C - Low Value
LILAC DIAMANTE PEN IN GIFT BOX,138.72,1.5566532392726723e-05,0.9942082396738741,C - Low Value
PURPLE ENAMEL FLOWER RING,138.65,1.5558677308618512e-05,0.9942237983511827,C - Low Value
MEDIUM PINK BUDDHA HEAD ,138.65,1.5558677308618512e-05,0.9942393570284913,C - Low Value
VINTAGE BEAD NOTEBOOK,138.65,1.5558677308618512e-05,0.9942549157057999,C - Low Value
EASTER BUNNY WREATH,138.6,1.5553066534255503e-05,0.9942704687723342,C - Low Value
SET 4 PICNIC CUTLERY CHERRY ,138.45,1.5536234211166484e-05,0.9942860050065453,C - Low Value
FUNKY MONKEY GIFT BAG MEDIUM,138.18,1.5505936029606246e-05,0.9943015109425749,C - Low Value
PORCELAIN BUDAH INCENSE HOLDER,138.1,1.5496958790625435e-05,0.9943170079013656,C - Low Value
QUEEN OF THE SKIES PASSPORT COVER ,137.88000000000002,1.5472271383428205e-05,0.994332480172749,C - Low Value
BATHROOM HOOK,137.76,1.5458805524956986e-05,0.994347938978274,C - Low Value
FIRST CLASS PASSPORT COVER ,137.74,1.5456561215211784e-05,0.9943633955394893,C - Low Value
CHALKBOARD KITCHEN ORGANISER,137.7,1.5452072595721376e-05,0.994378847612085,C - Low Value
GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,1.5398209161836513e-05,0.9943942458212468,C - Low Value
ABSTRACT CIRCLES POCKET BOOK,136.85,1.5356689431550257e-05,0.9944096025106783,C - Low Value
ASSORTED SANSKRIT MINI NOTEBOOK,136.25,1.5289360139194175e-05,0.9944248918708175,C - Low Value
CRYSTAL DIAMANTE EXPANDABLE RING,136.0,1.526130626737914e-05,0.9944401531770849,C - Low Value
HEART T-LIGHT HOLDER,135.74,1.5232130240691503e-05,0.9944553853073256,C - Low Value
GREEN ENAMEL FLOWER RING,135.70000000000002,1.5227641621201099e-05,0.9944706129489468,C - Low Value
FRUIT TREE AND BIRDS WALL PLAQUE,135.15,1.516592310320802e-05,0.99448577887205,C - Low Value
FLORAL PINK MONSTER,135.0,1.5149090780119e-05,0.9945009279628302,C - Low Value
S/6 SEW ON CROCHET FLOWERS,135.0,1.5149090780119e-05,0.9945160770536103,C - Low Value
SKULLS DESIGN FLANNEL,134.54999999999998,1.5098593810851934e-05,0.9945311756474212,C - Low Value
NUMBER TILE COTTAGE GARDEN 1,134.54999999999998,1.5098593810851934e-05,0.9945462742412321,C - Low Value
POLYESTER FILLER PAD 30CMx30CM,133.75,1.5008821421043822e-05,0.9945612830626531,C - Low Value
DIAMANTE BOW BROOCH GREEN COLOUR,133.35,1.4963935226139765e-05,0.9945762469978793,C - Low Value
WHITE SQUARE TABLE CLOCK,132.99,1.4923537650726116e-05,0.99459117053553,C - Low Value
COSY SLIPPER SHOES SMALL  RED ,132.75,1.4896605933783683e-05,0.9946060671414638,C - Low Value
BLUE CIRCLES DESIGN TEDDY,132.6,1.487977361069466e-05,0.9946209469150745,C - Low Value
PINK/YELLOW FLOWERS HANDBAG,132.5,1.4868552061968646e-05,0.9946358154671365,C - Low Value
BLUE PUDDING SPOON,132.29999999999998,1.4846108964516617e-05,0.994650661576101,C - Low Value
SMALL KITCHEN FLOWER POTS PLAQUE,132.05,1.4818055092701584e-05,0.9946654796311938,C - Low Value
SMALL JEWELLERY STAND,132.0,1.4812444318338576e-05,0.9946802920755121,C - Low Value
TUSCAN VILLA BIRD FEEDER,132.0,1.4812444318338576e-05,0.9946951045198305,C - Low Value
GREEN METAL BOX TOP SECRET,132.0,1.4812444318338576e-05,0.9947099169641488,C - Low Value
"TUMBLER, NEW ENGLAND",131.94,1.4805711389102968e-05,0.9947247226755379,C - Low Value
RED KUKUI COCONUT SEED NECKLACE,131.8,1.479000122088655e-05,0.9947395126767588,C - Low Value
GREEN MURANO TWIST BRACELET,131.75,1.4784390446523541e-05,0.9947542970672053,C - Low Value
NUMBER TILE COTTAGE GARDEN 2,130.65,1.4660953410537387e-05,0.9947689580206158,C - Low Value
SET OF 2 TEA TOWELS PING MICROWAVE,130.37,1.4629533074104547e-05,0.9947835875536899,C - Low Value
PAPERWEIGHT VINTAGE PAISLEY,130.26,1.4617189370505931e-05,0.9947982047430604,C - Low Value
S/4 BLACK MINI ROSE CANDLE IN BOWL,129.94,1.4581280414582686e-05,0.9948127860234749,C - Low Value
PINK HORSE SOCK PUPPET KIT,129.8,1.4565570246366268e-05,0.9948273515937213,C - Low Value
GOLD WINE GOBLET,129.56,1.4538638529423833e-05,0.9948418902322507,C - Low Value
GLASS CHALICE GREEN  SMALL ,129.51,1.4533027755060824e-05,0.9948564232600058,C - Low Value
MIRRORED WALL ART LADIES,129.15,1.4492630179647177e-05,0.9948709158901854,C - Low Value
SILVER APERITIF GLASS,128.4,1.440846856420207e-05,0.9948853243587495,C - Low Value
THREE CANVAS LUGGAGE TAGS,128.26,1.4392758395985649e-05,0.9948997171171455,C - Low Value
75 GREEN PETIT FOUR CASES,128.1,1.4374803918024027e-05,0.9949140919210635,C - Low Value
SMALL WHITE/PINK ROSE ART FLOWER,127.57000000000001,1.4315329709776153e-05,0.9949284072507733,C - Low Value
GREEN WIRE STANDING CANDLE HOLDER,127.5,1.4307474625667943e-05,0.994942714725399,C - Low Value
VINTAGE ROSE BEAD BRACELET BLACK,127.5,1.4307474625667943e-05,0.9949570222000247,C - Low Value
SPACE FROG,127.25,1.4279420753852908e-05,0.9949713016207785,C - Low Value
BEADED PEARL HEART WHITE LARGE,127.04999999999998,1.4256977656400877e-05,0.994985558598435,C - Low Value
VINTAGE KEEPSAKE BOX TRAVELOGUE,127.0,1.4251366882037872e-05,0.994999809965317,C - Low Value
SET 4 PICNIC CUTLERY FONDANT,126.75,1.4223313010222838e-05,0.9950140332783273,C - Low Value
GLASS SONGBIRD STORAGE JAR,126.7,1.421770223585983e-05,0.9950282509805631,C - Low Value
FIRST CLASS LUGGAGE TAG ,126.69,1.421658008098723e-05,0.9950424675606441,C - Low Value
CREAM SWEETHEART WALL CABINET,126.64999999999999,1.4212091461496822e-05,0.9950566796521055,C - Low Value
HANGING WOOD AND FELT HEART,126.0,1.4139151394777733e-05,0.9950708188035003,C - Low Value
FELT EGG COSY LADYBIRD ,125.68,1.4103242438854488e-05,0.9950849220459392,C - Low Value
PURPLE ACRYLIC FACETED BANGLE,125.0,1.4026935907517592e-05,0.9950989489818467,C - Low Value
LARGE JEWELLERY STAND,125.0,1.4026935907517592e-05,0.9951129759177542,C - Low Value
SILVER HOOP EARRINGS WITH FLOWER,124.95,1.4021325133154585e-05,0.9951269972428873,C - Low Value
SET OF 4 POLKADOT COASTERS,124.92,1.401795866853678e-05,0.9951410152015558,C - Low Value
BEADED CRYSTAL HEART GREEN SMALL,124.11,1.3927064123856065e-05,0.9951549422656797,C - Low Value
PINK PILLAR CANDLE SILVER FLOCK,123.68,1.3878811464334207e-05,0.995168821077144,C - Low Value
SMALL CAMPHOR WOOD FIELD  MUSHROOM,123.20999999999998,1.3826070185321938e-05,0.9951826471473293,C - Low Value
SET OF 3 MINI HANGING PORTRAITS,123.2,1.3824948030449339e-05,0.9951964720953598,C - Low Value
CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,1.3815970791468527e-05,0.9952102880661512,C - Low Value
CANDY SPOT EGG WARMER RABBIT,122.94000000000001,1.3795772003761703e-05,0.995224083838155,C - Low Value
LARGE PARLOUR FRAME,122.85,1.3785672609908289e-05,0.9952378695107649,C - Low Value
CHERRY BLOSSOM PASSPORT COVER,122.78,1.377781752580008e-05,0.9952516473282906,C - Low Value
FRENCH ENAMEL UTENSIL HOLDER,122.75,1.3774451061182275e-05,0.9952654217793518,C - Low Value
BLUE ROUND COMPACT MIRROR,122.5,1.3746397189367239e-05,0.9952791681765412,C - Low Value
NINJA RABBIT PINK,122.45,1.3740786415004232e-05,0.9952929089629562,C - Low Value
BLACK MINI TAPE MEASURE ,121.3,1.361173860465507e-05,0.9953065207015609,C - Low Value
ASSORTED CIRCULAR MOBILE,121.04999999999998,1.3583684732840034e-05,0.9953201043862937,C - Low Value
ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,1.3538798537935979e-05,0.9953336431848316,C - Low Value
BEADED CRYSTAL HEART GREEN ON STICK,120.38,1.350850035637574e-05,0.9953471516851881,C - Low Value
MIRROR MOSAIC CANDLE PLATE,120.07,1.3473713555325097e-05,0.9953606253987434,C - Low Value
DAISY FOLKART HEART DECORATION,120.0,1.3465858471216888e-05,0.9953740912572145,C - Low Value
FLORAL SOFT CAR TOY,120.0,1.3465858471216888e-05,0.9953875571156857,C - Low Value
GIFT BAG LARGE SPOT ,120.0,1.3465858471216888e-05,0.9954010229741569,C - Low Value
VINTAGE ZINC WATERING CAN,119.39999999999999,1.3398529178860802e-05,0.9954144215033357,C - Low Value
CANDY SPOT CUSHION COVER,119.36000000000001,1.33940405593704e-05,0.995427815543895,C - Low Value
YELLOW DRAGONFLY HELICOPTER,119.25,1.3381696855771783e-05,0.9954411972407508,C - Low Value
PINK OVAL JEWELLED MIRROR,119.0,1.3353642983956747e-05,0.9954545508837347,C - Low Value
SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,1.3348032209593738e-05,0.9954678989159443,C - Low Value
FOLDING MIRROR HOT PINK ,118.91999999999999,1.3344665744975935e-05,0.9954812435816893,C - Low Value
CITRUS GARLAND FELT FLOWERS ,117.0,1.3129212009436466e-05,0.9954943727936988,C - Low Value
MOCK LOBSTER FRIDGE MAGNET,116.62,1.3086570124277613e-05,0.9955074593638231,C - Low Value
RETRO PLASTIC DAISY TRAY,116.59,1.3083203659659808e-05,0.9955205425674828,C - Low Value
FRENCH STYLE STORAGE JAR JAM,116.58999999999999,1.3083203659659807e-05,0.9955336257711425,C - Low Value
BLACK SILOUETTE CANDLE PLATE,116.44999999999999,1.3067493491443387e-05,0.9955466932646339,C - Low Value
SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,1.305402763297217e-05,0.9955597472922668,C - Low Value
"SMALL POP BOX,FUNKY MONKEY",116.25,1.304505039399136e-05,0.9955727923426608,C - Low Value
EIGHT PIECE DINOSAUR SET,116.25,1.304505039399136e-05,0.9955858373930548,C - Low Value
RED   ACRYLIC FACETED BANGLE,115.9,1.3005774973450311e-05,0.9955988431680283,C - Low Value
NEW BAROQUE BLACK PHOTO ALBUM,115.55,1.2966499552909261e-05,0.9956118096675812,C - Low Value
LUNCH BAG VINTAGE DOILEY ,115.5,1.2960888778546255e-05,0.9956247705563598,C - Low Value
STARFISH SOAP DISH,115.25,1.2932834906731218e-05,0.9956377033912666,C - Low Value
GROOVY CACTUS INFLATABLE,114.41,1.28385738974327e-05,0.995650541965164,C - Low Value
BLUE FLY SWAT,114.21000000000001,1.2816130799980673e-05,0.995663358095964,C - Low Value
WALL ART BICYCLE SAFTEY ,114.15,1.2809397870745065e-05,0.9956761674938347,C - Low Value
SILVER LARIAT 40CM,113.9,1.2781343998930029e-05,0.9956889488378337,C - Low Value
JADE DROP EARRINGS W FILIGREE,113.85000000000001,1.2775733224567024e-05,0.9957017245710582,C - Low Value
ICON PLACEMAT POP ART ELVIS,113.64,1.2752167972242392e-05,0.9957144767390305,C - Low Value
BEADED CRYSTAL HEART PINK ON STICK,113.09,1.2690449454249316e-05,0.9957271671884848,C - Low Value
PSYCHEDELIC WALL THERMOMETER,112.47999999999999,1.2621998007020627e-05,0.9957397891864918,C - Low Value
SCENTED CANDLE IN DIGITALIS TIN,111.30000000000001,1.2489583732053664e-05,0.9957522787702238,C - Low Value
BLUE CAT BISCUIT BARREL PINK HEART,111.14999999999999,1.2472751408964642e-05,0.9957647515216327,C - Low Value
NUMBER TILE VINTAGE FONT 3,110.28999999999999,1.237624608992092e-05,0.9957771277677226,C - Low Value
PANTRY KITCHEN THERMOMETER ,110.0,1.234370359861548e-05,0.9957894714713212,C - Low Value
LARGE CAMPHOR WOOD FIELD MUSHROOM ,109.80000000000001,1.2321260501163454e-05,0.9958017927318225,C - Low Value
LARGE TORTILLA DESIGN RED BOWL,109.79999999999998,1.2321260501163451e-05,0.9958141139923237,C - Low Value
RED PUDDING SPOON,109.74,1.2314527571927843e-05,0.9958264285198956,C - Low Value
VINTAGE KITCHEN PRINT PUDDINGS,109.64999999999999,1.230442817807443e-05,0.9958387329480737,C - Low Value
SNACK TRAY RED GINGHAM,109.2,1.2253931208807368e-05,0.9958509868792825,C - Low Value
NUMBER TILE COTTAGE GARDEN No,109.2,1.2253931208807368e-05,0.9958632408104914,C - Low Value
PINK/BLUE STRING CURTAIN ,109.2,1.2253931208807368e-05,0.9958754947417002,C - Low Value
NUMBER TILE COTTAGE GARDEN 9,109.2,1.2253931208807368e-05,0.9958877486729091,C - Low Value
QUEEN OF SKIES LUGGAGE TAG,109.11,1.2243831814953956e-05,0.995899992504724,C - Low Value
HEART T-LIGHT HOLDER ,108.75,1.2203434239540305e-05,0.9959121959389636,C - Low Value
5 STRAND GLASS NECKLACE CRYSTAL,107.94999999999999,1.2113661849732191e-05,0.9959243096008134,C - Low Value
PAPER LANTERN 6 POINT SNOW STAR,107.9,1.2108051075369186e-05,0.9959364176518887,C - Low Value
LAVENDER INCENSE 40 CONES IN TIN,107.44999999999999,1.205755410610212e-05,0.9959484752059947,C - Low Value
HEN HOUSE W CHICK STANDING,107.39999999999999,1.2051943331739114e-05,0.9959605271493265,C - Low Value
NUMBER TILE COTTAGE GARDEN 4,107.25,1.2035111008650093e-05,0.9959725622603351,C - Low Value
HOUSE WRECKING METAL SIGN ,107.10000000000001,1.2018278685561074e-05,0.9959845805390207,C - Low Value
SMALL PARLOUR FRAME,106.98000000000002,1.2004812827089858e-05,0.9959965853518478,C - Low Value
MINI LADLE LOVE HEART PINK,106.98,1.2004812827089857e-05,0.9960085901646748,C - Low Value
BANK ACCOUNT  GREETING  CARD ,106.97999999999999,1.2004812827089855e-05,0.9960205949775018,C - Low Value
ZINC SWEETHEART SOAP DISH,106.9,1.1995835588109045e-05,0.9960325908130899,C - Low Value
FROSTED WHITE BASE ,106.44999999999999,1.194533861884198e-05,0.9960445361517087,C - Low Value
WOODLAND LARGE BLUE FELT HEART,106.25,1.1922895521389952e-05,0.9960564590472302,C - Low Value
ASSORTED CHEESE FRIDGE MAGNETS,105.95000000000002,1.1889230875211912e-05,0.9960683482781054,C - Low Value
DAISY NOTEBOOK ,105.6,1.184995545467086e-05,0.9960801982335601,C - Low Value
NUMBER TILE COTTAGE GARDEN 0 ,105.3,1.181629080849282e-05,0.9960920145243686,C - Low Value
NUMBER TILE COTTAGE GARDEN 6,105.3,1.181629080849282e-05,0.9961038308151771,C - Low Value
TEATIME PUSH DOWN RUBBER,105.28999999999999,1.1815168653620217e-05,0.9961156459838307,C - Low Value
PACKING CHARGE,105.0,1.1782626162314776e-05,0.996127428609993,C - Low Value
FOLK FELT HANGING MULTICOL GARLAND,105.0,1.1782626162314776e-05,0.9961392112361553,C - Low Value
BOTANICAL LILY GIFT WRAP,105.0,1.1782626162314776e-05,0.9961509938623176,C - Low Value
12 PINK HEN+CHICKS IN BASKET,104.55,1.1732129193047713e-05,0.9961627259915107,C - Low Value
RED RETROSPOT WASHBAG,102.9,1.1546973639068482e-05,0.9961742729651497,C - Low Value
NUMBER TILE VINTAGE FONT 6 ,102.49,1.1500965289291823e-05,0.9961857739304391,C - Low Value
NUMBER TILE VINTAGE FONT 2,102.49,1.1500965289291823e-05,0.9961972748957284,C - Low Value
LONG SILVER NECKLACE PASTEL FLOWER,102.0,1.1445979700534355e-05,0.9962087208754289,C - Low Value
PURPLE GEMSTONE NECKLACE 45CM,102.0,1.1445979700534355e-05,0.9962201668551294,C - Low Value
MIRRORED WALL ART PHOTO FRAMES,102.0,1.1445979700534355e-05,0.9962316128348299,C - Low Value
SET/3 RABBITS FLOWER SKIPPPING ROPE,102.0,1.1445979700534355e-05,0.9962430588145303,C - Low Value
"ACRYLIC HANGING JEWEL,BLUE",101.84,1.1428025222572733e-05,0.9962544868397529,C - Low Value
CAROUSEL DESIGN WASHBAG,101.39999999999999,1.1378650408178269e-05,0.9962658654901612,C - Low Value
NUMBER TILE COTTAGE GARDEN 3 ,101.39999999999999,1.1378650408178269e-05,0.9962772441405694,C - Low Value
NUMBER TILE COTTAGE GARDEN 8,101.39999999999999,1.1378650408178269e-05,0.9962886227909776,C - Low Value
SET OF 4 CAROUSEL PLACEMATS ,101.06,1.1340497142509823e-05,0.9962999632881201,C - Low Value
MINI HIGHLIGHTER PENS,100.79999999999998,1.1311321115822184e-05,0.996311274609236,C - Low Value
SMALL BLUE PROVENCAL CERAMIC BALL,100.64999999999999,1.1294488792733164e-05,0.9963225690980287,C - Low Value
NUMBER TILE VINTAGE FONT 4,100.53999999999999,1.1282145089134549e-05,0.9963338512431179,C - Low Value
"ACRYLIC JEWEL ICICLE, PINK",100.32000000000001,1.125745768193732e-05,0.9963451087007998,C - Low Value
PACK/12 XMAS FUN CARD,100.30000000000001,1.1255213372192117e-05,0.996356363914172,C - Low Value
BEADED CRYSTAL HEART BLUE SMALL,99.88,1.1208082867542855e-05,0.9963675719970396,C - Low Value
NUMBER TILE COTTAGE GARDEN 7,99.45,1.1159830208020995e-05,0.9963787318272477,C - Low Value
LAVENDER INCENSE IN TIN,99.29,1.1141875730059373e-05,0.9963898737029777,C - Low Value
TUSCAN VILLA FEEDING STATION,99.0,1.1109333238753931e-05,0.9964009830362165,C - Low Value
TUSCAN VILLA DOVECOTE,99.0,1.1109333238753931e-05,0.9964120923694553,C - Low Value
BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,1.1109333238753931e-05,0.996423201702694,C - Low Value
BLACK CHUNKY BEAD BRACELET W STRAP,98.44999999999999,1.1047614720760854e-05,0.9964342493174149,C - Low Value
CHERRY BLOSSOM CANVAS ART PICTURE,97.95,1.0991506977130785e-05,0.996445240824392,C - Low Value
PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,1.0872558560635034e-05,0.9964561133829526,C - Low Value
PINK HYDRANGEA ART FLOWER,96.60000000000001,1.0840016069329596e-05,0.9964669533990219,C - Low Value
PACK 3 BOXES CHRISTMAS PANETTONE,95.67,1.0735655666177664e-05,0.9964776890546881,C - Low Value
PURPLE GEMSTONE BRACELET,95.2,1.0682914387165398e-05,0.9964883719690754,C - Low Value
PACK 3 FIRE ENGINE/CAR PATCHES,95.0,1.0660471289713369e-05,0.9964990324403651,C - Low Value
NUMBER TILE VINTAGE FONT 5,94.69,1.0625684488662725e-05,0.9965096581248537,C - Low Value
YELLOW FLOWERS FELT HANDBAG KIT,94.50000000000001,1.06043635460833e-05,0.9965202624883998,C - Low Value
WOVEN ROSE GARDEN CUSHION COVER ,94.05000000000001,1.0553866576816236e-05,0.9965308163549765,C - Low Value
PINK BERTIE GLASS BEAD BAG CHARM,93.89999999999999,1.0537034253727214e-05,0.9965413533892302,C - Low Value
HOME SWEEET HOME 3 PEG HANGER ,93.75,1.0520201930638193e-05,0.9965518735911608,C - Low Value
WHITE VINT ART DECO CRYSTAL NECKLAC,93.5,1.0492148058823159e-05,0.9965623657392196,C - Low Value
CHRISTMAS RETROSPOT HEART WOOD,93.5,1.0492148058823159e-05,0.9965728578872785,C - Low Value
AMBER DIAMANTE EXPANDABLE RING,93.5,1.0492148058823159e-05,0.9965833500353373,C - Low Value
BLACK GRAND BAROQUE PHOTO FRAME,93.0,1.0436040315193088e-05,0.9965937860756524,C - Low Value
NUMBER TILE VINTAGE FONT 7,92.74,1.0406864288505451e-05,0.996604192939941,C - Low Value
POSY CANDY BAG,92.5,1.0379932571563018e-05,0.9966145728725125,C - Low Value
LARGE BLUE PROVENCAL CERAMIC BALL,92.4,1.0368711022837004e-05,0.9966249415835354,C - Low Value
BLUE PAISLEY NOTEBOOK,92.39999999999999,1.0368711022837002e-05,0.9966353102945583,C - Low Value
ASS FLORAL PRINT SPIRIT LEVEL ,92.08,1.0332802066913759e-05,0.9966456430966252,C - Low Value
PINK MARSHMALLOW SCARF KNITTING KIT,91.8,1.0301381730480918e-05,0.9966559444783557,C - Low Value
NUMBER TILE COTTAGE GARDEN 5,91.64999999999999,1.0284549407391897e-05,0.9966662290277631,C - Low Value
DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,1.024527398685085e-05,0.99667647430175,C - Low Value
IVORY SHELL HEART NECKLACE,90.67,1.017457822987696e-05,0.9966866488799798,C - Low Value
JASMINE VOTIVE CANDLE,90.33999999999999,1.0137547119081112e-05,0.9966967864270989,C - Low Value
SILVER  CANDLEPOT JARDIN ,90.0,1.0099393853412665e-05,0.9967068858209523,C - Low Value
POLKADOT MUG PINK ,89.69999999999999,1.0065729207234622e-05,0.9967169515501596,C - Low Value
PINK BITTY LIGHT CHAIN,89.65,1.0060118432871617e-05,0.9967270116685925,C - Low Value
AMBER GLASS/SILVER BRACELET,89.5,1.0043286109782596e-05,0.9967370549547022,C - Low Value
WOODEN BOX ADVENT CALENDAR ,89.5,1.0043286109782596e-05,0.996747098240812,C - Low Value
BLACK DIAMANTE EXPANDABLE RING,89.25,1.001523223796756e-05,0.99675711347305,C - Low Value
VINTAGE KITCHEN PRINT SEAFOOD,89.24999999999999,1.0015232237967558e-05,0.9967671287052879,C - Low Value
SILVER M.O.P ORBIT BRACELET,89.10000000000001,9.99839991487854e-06,0.9967771271052028,C - Low Value
NUMBER TILE VINTAGE FONT 1,88.84,9.969223888190902e-06,0.996787096329091,C - Low Value
PAISLEY PATTERN  STICKERS,88.39999999999999,9.91984907379644e-06,0.9967970161781649,C - Low Value
GREEN PEONY CUSHION COVER,88.35000000000001,9.914238299433434e-06,0.9968069304164643,C - Low Value
MIRRORED WALL ART FOXY,88.2,9.897405976344412e-06,0.9968168278224406,C - Low Value
"FLOWER GLASS GARLAND NECKL.36""BLACK",87.45,9.813244360899307e-06,0.9968266410668015,C - Low Value
12 HANGING EGGS HAND PAINTED,87.36,9.803144967045894e-06,0.9968364442117685,C - Low Value
BLACK+WHITE NECKLACE W TASSEL,87.35,9.802022812173292e-06,0.9968462462345807,C - Low Value
OYSTER TRINKET BOX,87.12,9.776213250103461e-06,0.9968560224478309,C - Low Value
SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,9.734693519817209e-06,0.9968657571413507,C - Low Value
GREEN FERN NOTEBOOK,85.8,9.628088806920075e-06,0.9968753852301576,C - Low Value
PAINTED SEA SHELL METAL WINDCHIME,85.31,9.573103218162605e-06,0.9968849583333758,C - Low Value
BLUE SWEETHEART BRACELET,85.0,9.538316417111963e-06,0.9968944966497929,C - Low Value
BLUE MURANO TWIST BRACELET,85.0,9.538316417111963e-06,0.99690403496621,C - Low Value
SPACE CADET WHITE,84.88,9.524850558640745e-06,0.9969135598167687,C - Low Value
FLAMES SUNGLASSES PINK LENSES,84.44999999999999,9.476597899118884e-06,0.9969230364146677,C - Low Value
PINK STOCKING CHRISTMAS DECORATION,84.36,9.466498505265473e-06,0.996932502913173,C - Low Value
TURQUOISE CRYSTAL+GLASS BRACELET,84.15,9.442933252940842e-06,0.9969419458464259,C - Low Value
MEDIUM PARLOUR FRAME ,84.1,9.437322478577836e-06,0.9969513831689045,C - Low Value
WRAP FOLK ART,84.0,9.426100929851822e-06,0.9969608092698343,C - Low Value
FOUR RABBIT EASTER DECORATIONS,83.75,9.398047058036786e-06,0.9969702073168923,C - Low Value
BLUE KNITTED EGG COSY,83.46,9.365504566731345e-06,0.9969795728214591,C - Low Value
PINK HEART OF GLASS BRACELET,83.3,9.347550088769722e-06,0.9969889203715478,C - Low Value
ROSE DU SUD CUSHION COVER,82.55,9.263388473324617e-06,0.9969981837600211,C - Low Value
PINK AND BLACK STRING CURTAIN,82.1,9.212891504057553e-06,0.9970073966515252,C - Low Value
TEATIME GEL PENS ASST,82.08,9.210647194312351e-06,0.9970166072987194,C - Low Value
IVY HEART WREATH,81.0,9.089454468071398e-06,0.9970256967531875,C - Low Value
PEACH KNITTED HEN ,80.85,9.072622144982378e-06,0.9970347693753325,C - Low Value
SILVER/M.O.P PENDANT ORBIT NECKLACE,80.75,9.061400596256364e-06,0.9970438307759288,C - Low Value
SET/6 POSIES PAPER PLATES,80.75,9.061400596256364e-06,0.9970528921765252,C - Low Value
BLUE GLASS CHUNKY CHARM BRACELET,80.55,9.038957498804335e-06,0.997061931134024,C - Low Value
WHITE GLASS CHUNKY CHARM BRACELET,80.55,9.038957498804335e-06,0.9970709700915228,C - Low Value
SET 36 COLOUR PENCILS DOILEY,80.0,8.977238980811259e-06,0.9970799473305036,C - Low Value
